split,sent_id,token_id,token,lemma,upos,head,deprel
train,ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,28,або,або,CCONJ,29,cc
train,ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,29,стало,стати,VERB,23,conj
train,ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,30,ще,ще,ADV,31,advmod
train,ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,31,гірше,гірше,ADV,29,advmod
train,ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,32,",",",",PUNCT,35,punct
train,ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,33,навіть,навіть,PART,35,discourse
train,ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,34,набагато,набагато,ADV,35,advmod
train,ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,35,гірше,гірше,ADV,31,conj
train,ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,36,.,.,PUNCT,7,punct
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,1,На,на,ADP,2,case
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,2,жаль,жаль,NOUN,6,parataxis
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,3,",",",",PUNCT,2,punct
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,4,пана,пан,NOUN,6,nsubj
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,5,Корнієнка,Корнієнко,PROPN,4,appos
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,6,немає,немає,ADV,0,root
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,7,",",",",PUNCT,18,punct
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,8,тому,тому,ADV,18,advmod
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,9,",",",",PUNCT,10,punct
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,10,сподіваюся,сподіватися,VERB,18,parataxis
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,11,",",",",PUNCT,10,punct
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,12,він,він,PRON,18,nsubj
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,13,коли,коли,SCONJ,14,mark
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,14,прибуде,прибути,VERB,18,advcl
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,15,в,в,ADP,16,case
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,16,залу,зала,NOUN,14,obl
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,17,",",",",PUNCT,14,punct
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,18,відповість,відповісти,VERB,6,conj
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,19,на,на,ADP,21,case
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,20,ці,цей,DET,21,det
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,21,запитання,запитання,NOUN,18,obl
train,ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,22,.,.,PUNCT,6,punct
train,ParlaMint-UA_2022-01-25-m0.u23.p8.lang1.s1,1,Постанову,постанова,NOUN,3,obj
train,ParlaMint-UA_2022-01-25-m0.u23.p8.lang1.s1,2,можете,могти,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u23.p8.lang1.s1,3,провалювати,провалювати,VERB,2,xcomp
train,ParlaMint-UA_2022-01-25-m0.u23.p8.lang1.s1,4,.,.,PUNCT,2,punct
train,ParlaMint-UA_2022-01-25-m0.u23.p8.lang1.s2,1,Дякую,дякувати,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u23.p8.lang1.s2,2,.,.,PUNCT,1,punct
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,1,Запрошую,запрошувати,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,2,до,до,ADP,3,case
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,3,слова,слово,NOUN,1,obl
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,4,співдоповідача,співдоповідач,NOUN,1,obj
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,5,голову,голова,NOUN,4,appos
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,6,Комітету,комітет,NOUN,5,nmod
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,7,з,з,ADP,8,case
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,8,питань,питання,NOUN,6,nmod
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,9,Регламенту,регламент,NOUN,8,nmod
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,10,",",",",PUNCT,12,punct
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,11,депутатської,депутатський,ADJ,12,amod
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,12,етики,етика,NOUN,9,conj
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,13,та,та,CCONJ,14,cc
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,14,організації,організація,NOUN,9,conj
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,15,роботи,робота,NOUN,14,nmod
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,16,Верховної,верховний,ADJ,17,amod
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,17,Ради,рада,NOUN,15,nmod
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,18,України,Україна,PROPN,17,nmod
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,19,Кальченка,Кальченко,PROPN,4,appos
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,20,Сергія,Сергій,PROPN,19,flat:name
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,21,Віталійовича,Віталійович,PROPN,20,flat:name
train,ParlaMint-UA_2022-01-25-m0.u24.p1.lang1.s1,22,.,.,PUNCT,1,punct
train,ParlaMint-UA_2022-01-25-m0.u24.p2.lang1.s1,1,Будь,бути,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u24.p2.lang1.s1,2,ласка,ласка,NOUN,1,fixed
train,ParlaMint-UA_2022-01-25-m0.u24.p2.lang1.s1,3,",",",",PUNCT,4,punct
train,ParlaMint-UA_2022-01-25-m0.u24.p2.lang1.s1,4,Сергію,Сергій,PROPN,1,vocative
train,ParlaMint-UA_2022-01-25-m0.u24.p2.lang1.s1,5,Віталійовичу,Віталійович,PROPN,4,flat:name
train,ParlaMint-UA_2022-01-25-m0.u24.p2.lang1.s1,6,.,.,PUNCT,1,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s1,1,Шановна,шановний,ADJ,2,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s1,2,президія,президія,NOUN,0,root
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s1,3,",",",",PUNCT,6,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s1,4,шановні,шановний,ADJ,6,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s1,5,народні,народний,ADJ,6,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s1,6,депутати,депутат,NOUN,2,conj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s1,7,!,!,PUNCT,2,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,1,Регламентний,регламентний,ADJ,2,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,2,комітет,комітет,NOUN,6,nsubj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,3,на,на,ADP,5,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,4,своєму,свій,DET,5,det
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,5,засідання,засідання,NOUN,6,obl
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,6,розглянув,розглянути,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,7,проект,проект,NOUN,6,obj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,8,Постанови,постанова,NOUN,7,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,9,Верховної,верховний,ADJ,10,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,10,Ради,рада,NOUN,8,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,11,України,Україна,PROPN,10,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,12,про,про,ADP,13,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,13,скасування,скасування,NOUN,7,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,14,рішення,рішення,NOUN,13,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,15,парламенту,парламент,NOUN,14,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,16,від,від,ADP,17,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,17,16,16,ADJ,14,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,18,грудня,грудень,NOUN,17,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,19,про,про,ADP,20,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,20,прийняття,прийняття,NOUN,14,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,21,у,у,ADP,23,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,22,другому,другий,ADJ,23,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,23,читанні,читання,NOUN,20,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,24,та,та,CCONJ,27,cc
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,25,в,в,ADP,27,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,26,цілому,ціле,NOUN,27,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,27,проекту,проект,NOUN,20,conj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,28,Закону,закон,NOUN,27,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,29,про,про,ADP,31,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,30,Національну,національний,ADJ,31,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,31,комісію,комісія,NOUN,28,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,32,",",",",PUNCT,34,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,33,що,що,SCONJ,34,mark
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,34,здійснює,здійснювати,VERB,31,acl:relcl
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,35,державне,державний,ADJ,36,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,36,регулювання,регулювання,NOUN,34,obj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,37,у,у,ADP,38,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,38,сферах,сфера,NOUN,36,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,39,електронних,електронний,ADJ,40,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,40,комунікацій,комунікація,NOUN,38,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,41,",",",",PUNCT,43,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,42,радіочастотного,радіочастотний,ADJ,43,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,43,спектра,спектр,NOUN,40,conj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,44,та,та,CCONJ,45,cc
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,45,надання,надання,NOUN,40,conj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,46,послуг,послуга,NOUN,45,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,47,поштового,поштовий,ADJ,48,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,48,зв'язку,зв'язок,NOUN,46,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,49,",",",",PUNCT,51,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,50,який,який,DET,51,nsubj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,51,внесений,внесений,ADJ,31,acl:relcl
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,52,народним,народний,ADJ,53,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,53,депутатом,депутат,NOUN,51,obl:agent
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,54,Железняком,Железняк,PROPN,53,appos
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,55,(,(,PUNCT,57,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,56,реєстраційний,реєстраційний,ADJ,57,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,57,номер,номер,NOUN,7,parataxis
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,58,проекту,проект,NOUN,57,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,59,постанови,постанова,NOUN,58,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,60,6055-П,6055-П,NUM,57,appos
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,61,),),PUNCT,57,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s2,62,.,.,PUNCT,6,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,1,Цим,цей,DET,2,det
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,2,проектом,проект,NOUN,4,obl
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,3,постанови,постанова,NOUN,2,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,4,пропонується,пропонуватися,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,5,скасувати,скасувати,VERB,4,xcomp
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,6,рішення,рішення,NOUN,5,obj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,7,парламенту,парламент,NOUN,6,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,8,від,від,ADP,9,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,9,16,16,ADJ,6,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,10,грудня,грудень,NOUN,9,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,11,про,про,ADP,12,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,12,прийняття,прийняття,NOUN,6,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,13,в,в,ADP,15,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,14,другому,другий,ADJ,15,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,15,читанні,читання,NOUN,12,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,16,та,та,CCONJ,18,cc
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,17,в,в,ADP,18,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,18,цілому,ціле,NOUN,15,conj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,19,проекту,проект,NOUN,12,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,20,відповідного,відповідний,ADJ,21,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,21,закону,закон,NOUN,19,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,22,",",",",PUNCT,33,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,23,оскільки,оскільки,SCONJ,33,mark
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,24,",",",",PUNCT,26,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,25,як,як,SCONJ,26,mark
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,26,вказує,вказувати,VERB,33,parataxis
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,27,автор,автор,NOUN,26,nsubj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,28,цього,цей,DET,29,det
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,29,проекту,проект,NOUN,27,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,30,",",",",PUNCT,26,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,31,закон,закон,NOUN,33,obj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,32,було,бути,AUX,33,aux:pass
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,33,прийнято,прийняти,VERB,5,advcl
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,34,з,з,ADP,35,case
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,35,порушенням,порушення,NOUN,33,obl
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,36,Регламенту,регламент,NOUN,35,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,37,",",",",PUNCT,39,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,38,зокрема,зокрема,ADV,39,advmod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,39,частини,частина,NOUN,36,appos
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,40,першої,перший,ADJ,39,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,41,статті,стаття,NOUN,39,conj
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,42,117,117,ADJ,41,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p1.lang1.s3,43,.,.,PUNCT,4,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,1,Регламентний,регламентний,ADJ,2,amod
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,2,комітет,комітет,NOUN,8,nsubj
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,3,за,за,ADP,4,case
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,4,підсумком,підсумок,NOUN,8,obl
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,5,розгляду,розгляд,NOUN,4,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,6,цього,цей,DET,7,det
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,7,питання,питання,NOUN,5,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,8,ухвалив,ухвалити,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,9,висновок,висновок,NOUN,8,obj
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,10,на,на,ADP,11,case
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,11,проект,проект,NOUN,9,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,12,Постанови,постанова,NOUN,11,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,13,реєстраційний,реєстраційний,ADJ,11,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,14,6055-П,6055-П,NUM,13,appos
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,15,і,і,CCONJ,16,cc
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,16,прийняв,прийняти,VERB,8,conj
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,17,рішення,рішення,NOUN,16,obj
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,18,рекомендувати,рекомендувати,VERB,17,acl
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,19,парламенту,парламент,NOUN,18,obj
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,20,визначитися,визначитися,VERB,18,xcomp
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,21,шляхом,шляхом,ADP,22,case
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,22,голосування,голосування,NOUN,20,obl
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,23,щодо,щодо,ADP,25,case
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,24,його,його,DET,25,det
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,25,прийняття,прийняття,NOUN,20,nmod
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,26,або,або,CCONJ,27,cc
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,27,відхилення,відхилення,NOUN,25,conj
train,ParlaMint-UA_2022-01-25-m0.u25.p2.lang1.s1,28,.,.,PUNCT,8,punct
train,ParlaMint-UA_2022-01-25-m0.u25.p3.lang1.s1,1,Дякую,дякувати,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u25.p3.lang1.s1,2,.,.,PUNCT,1,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p1.lang1.s1,1,Дякую,дякувати,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u26.p1.lang1.s1,2,",",",",PUNCT,3,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p1.lang1.s1,3,Сергій,Сергій,PROPN,1,vocative
train,ParlaMint-UA_2022-01-25-m0.u26.p1.lang1.s1,4,Віталійович,Віталійович,PROPN,3,flat:name
train,ParlaMint-UA_2022-01-25-m0.u26.p1.lang1.s1,5,.,.,PUNCT,1,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s1,1,Шановні,шановний,ADJ,2,amod
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s1,2,колеги,колега,NOUN,4,vocative
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s1,3,",",",",PUNCT,2,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s1,4,є,бути,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s1,5,необхідність,необхідність,NOUN,4,nsubj
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s1,6,обговорити,обговорити,VERB,5,acl
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s1,7,цю,цей,DET,8,det
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s1,8,постанову,постанова,NOUN,6,obj
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s1,9,?,?,PUNCT,4,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s2,1,Є,бути,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s2,2,.,.,PUNCT,1,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,1,Будь,бути,VERB,4,parataxis
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,2,ласка,ласка,NOUN,1,fixed
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,3,",",",",PUNCT,1,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,4,запишіться,записатися,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,5,тоді,тоді,ADV,4,advmod
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,6,:,:,PUNCT,7,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,7,два,два,NUM,4,parataxis
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,8,-,–,PUNCT,9,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,9,за,за,ADP,7,amod
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,10,",",",",PUNCT,11,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,11,два,два,NUM,7,conj
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,12,-,–,PUNCT,13,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,13,проти,проти,ADP,11,amod
train,ParlaMint-UA_2022-01-25-m0.u26.p2.lang1.s3,14,.,.,PUNCT,4,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,1,Слово,слово,NOUN,2,nsubj
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,2,надається,надаватися,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,3,народному,народний,ADJ,4,amod
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,4,депутату,депутат,NOUN,2,iobj
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,5,України,Україна,PROPN,4,nmod
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,6,Каптєлову,Каптєлов,PROPN,4,appos
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,7,Роману,Роман,PROPN,6,flat:name
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,8,Володимировичу,Володимирович,PROPN,7,flat:name
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,9,",",",",PUNCT,10,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,10,фракція,фракція,NOUN,4,nmod
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,11,політичної,політичний,ADJ,12,amod
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,12,партії,партія,NOUN,10,nmod
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,13,"""","""",PUNCT,14,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,14,Слуга,слуга,NOUN,12,appos
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,15,народу,народ,NOUN,14,nmod
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,16,"""","""",PUNCT,14,punct
train,ParlaMint-UA_2022-01-25-m0.u26.p3.lang1.s1,17,.,.,PUNCT,2,punct
train,ParlaMint-UA_2022-01-25-m0.u27.p1.lang1.s1,1,Прошу,просити,VERB,0,root
train,ParlaMint-UA_2022-01-25-m0.u27.p1.lang1.s1,2,передати,передати,VERB,1,xcomp
train,ParlaMint-UA_2022-01-25-m0.u27.p1.lang1.s1,3,слово,слово,NOUN,2,obj
