sent_id,processed_text,lemma_text,upos_seq
ParlaMint-UA_2003-10-14-m0.u70.p18.lang1.s1,"На виконання зазначеного указу Президента України Кабінетом Міністрів подано до Верховної Ради України проект Закону України "" Про внесення змін до Кодексу України про адміністративні правопорушення щодо охорони надр "" .","на виконання зазначений указ президент Україна кабінет міністр подати до верховний рада Україна проект закон Україна "" про внесення зміна до кодекс Україна про адміністративний правопорушення щодо охорона надра "" .",ADP NOUN ADJ NOUN NOUN PROPN NOUN NOUN VERB ADP ADJ NOUN PROPN NOUN NOUN PROPN PUNCT ADP NOUN NOUN ADP NOUN PROPN ADP ADJ NOUN ADP NOUN NOUN PUNCT PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p18.lang1.s2,"Завершується опрацювання і найближчим часом буде подано до Верховної Ради України проект Закону України про внесення змін до статті 240 Кримінального кодексу України , яким передбачається запровадження кримінальної відповідальності за порушення вимог законодавства щодо охорони надр .","завершуватися опрацювання і найближчий час бути подати до верховний рада Україна проект закон Україна про внесення зміна до стаття 240 кримінальний кодекс Україна , який передбачатися запровадження кримінальний відповідальність за порушення вимога законодавство щодо охорона надра .",VERB NOUN CCONJ ADJ NOUN AUX VERB ADP ADJ NOUN PROPN NOUN NOUN PROPN ADP NOUN NOUN ADP NOUN NUM ADJ NOUN PROPN PUNCT DET VERB NOUN ADJ NOUN ADP NOUN NOUN NOUN ADP NOUN NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p19.lang1.s1,"У порядку законодавчої ініціативи народним депутатом України Соломатіним внесений до Верховної Ради України проект Закону про внесення змін до статті 9 Закону України "" Про ліцензування певних видів господарської діяльності "" , який передбачає ліцензування господарської діяльності з видобування корисних копалин загальнодержавного значення віднесених до державного фонду родовищ корисних копалин .","у порядок законодавчий ініціатива народний депутат Україна Соломатін внесений до верховний рада Україна проект закон про внесення зміна до стаття 9 закон Україна "" про ліцензування певний вид господарський діяльність "" , який передбачати ліцензування господарський діяльність з видобування корисний копалина загальнодержавний значення віднесений до державний фонд родовище корисний копалина .",ADP NOUN ADJ NOUN ADJ NOUN PROPN PROPN ADJ ADP ADJ NOUN PROPN NOUN NOUN ADP NOUN NOUN ADP NOUN ADJ NOUN PROPN PUNCT ADP NOUN ADJ NOUN ADJ NOUN PUNCT PUNCT DET VERB NOUN ADJ NOUN ADP NOUN ADJ NOUN ADJ NOUN ADJ ADP ADJ NOUN NOUN ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p2.lang1.s1,Успішне його вирішення є важливим чинником національної безпеки України .,успішний його вирішення бути важливий чинник національний безпека Україна .,ADJ DET NOUN AUX ADJ NOUN ADJ NOUN PROPN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p2.lang1.s2,За експертними оцінками доля продукції мінерально-сировинного комплексу сягає 40 відсотків валового національного продукту .,за експертний оцінка доля продукція мінерально-сировинний комплекс сягати 40 відсоток валовий національний продукт .,ADP ADJ NOUN NOUN NOUN ADJ NOUN VERB NUM NOUN ADJ ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p2.lang1.s3,За рахунок виробництва та реалізації цієї продукції формується близько 60 відсотків обсягу надходжень до бюджету та понад 60 відсотків валютних надходжень .,за рахунок виробництво та реалізація цей продукція формуватися близько 60 відсоток обсяг надходження до бюджет та понад 60 відсоток валютний надходження .,ADP NOUN NOUN CCONJ NOUN DET NOUN VERB ADP NUM NOUN NOUN NOUN ADP NOUN CCONJ ADP NUM NOUN ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p20.lang1.s1,Ми щиро вдячні Юрію Петровичу за практичну допомогу і сподіваємося на подальшу плідну співпрацю у розв'язанні проблем надрокористування з усіма народними депутатами .,ми щиро вдячний Юрій Петрович за практичний допомога і сподіватися на подальший плідний співпраця у розв'язання проблема надрокористування з увесь народний депутат .,PRON ADV ADJ PROPN PROPN ADP ADJ NOUN CCONJ VERB ADP ADJ ADJ NOUN ADP NOUN NOUN NOUN ADP DET ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p21.lang1.s1,Встановлений порядок надання на конкурсній основі спеціальних на геологічне вивчання та використання надр позитивно впливає на стан дотримання вимог природоохоронного законодавства .,встановлений порядок надання на конкурсний основа спеціальний на геологічний вивчання та використання надра позитивно впливати на стан дотримання вимога природоохоронний законодавство .,ADJ NOUN NOUN ADP ADJ NOUN ADJ ADP ADJ NOUN CCONJ NOUN NOUN ADV VERB ADP NOUN NOUN NOUN ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p21.lang1.s2,"На тверді корисні копалини , питну та мінеральну води дозволи надаються мінекоресурсами , а на вуглеводну мінеральну сировину за рішенням міжвідомчої комісії , яку очолює віце-прем'р-міністр України , Комісія визначає переможців конкурсу на отримання спеціальних дозволів на користування нафтогазоносними надрами відповідно до положення про неї затвердженого Кабінетом Міністрів .","на твердий корисний копалина , питний та мінеральний вода дозвіл надаватися мінекоресурси , а на вуглеводний мінеральний сировина за рішення міжвідомчий комісія , який очолювати віце-прем'р-міністр Україна , комісія визначати переможець конкурс на отримання спеціальний дозвіл на користування нафтогазоносний надра відповідно до положення про вона затверджений кабінет міністр .",ADP ADJ ADJ NOUN PUNCT ADJ CCONJ ADJ NOUN NOUN VERB NOUN PUNCT CCONJ ADP ADJ ADJ NOUN ADP NOUN ADJ NOUN PUNCT DET VERB NOUN PROPN PUNCT NOUN VERB NOUN NOUN ADP NOUN ADJ NOUN ADP NOUN ADJ NOUN ADV ADP NOUN ADP PRON ADJ NOUN NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p22.lang1.s1,"З метою вдосконалення порядку та процедури проведення конкурсів на отримання спеціального дозволу на користування нафтогазоносними надрами , а також вдосконалення порядку їх надання , Кабінетом Міністрів України прийняті відповідні постанови , які забезпечують легітимність роботи зазначеної комісії та сприятимуть ефективності її роботи .","з мета вдосконалення порядок та процедура проведення конкурс на отримання спеціальний дозвіл на користування нафтогазоносний надра , а також вдосконалення порядок їх надання , кабінет міністр Україна прийнятий відповідний постанова , який забезпечувати легітимність робота зазначений комісія та сприяти ефективність її робота .",ADP NOUN NOUN NOUN CCONJ NOUN NOUN NOUN ADP NOUN ADJ NOUN ADP NOUN ADJ NOUN PUNCT CCONJ ADV NOUN NOUN PRON NOUN PUNCT NOUN NOUN PROPN ADJ ADJ NOUN PUNCT DET VERB NOUN NOUN ADJ NOUN CCONJ VERB NOUN DET NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p22.lang1.s2,На сьогодні проведені конкурси по 14-ти родовищах корисних копалин .,на сьогодні проведений конкурс по 14 родовище корисний копалина .,ADP ADV ADJ NOUN ADP NUM NOUN ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p22.lang1.s3,Найближчим часом мають бути оголошені конкурси ще по 17-ти родовищах .,найближчий час мати бути оголошений конкурс ще по 17 родовище .,ADJ NOUN VERB AUX ADJ NOUN ADV ADP NUM NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p23.lang1.s1,Державний контроль за дотриманням вимог природоохоронного законодавства при здійсненні діяльності пов'язаної з надрокористуванням здійснюється відповідними спеціально уповноваженими центральними органами виконавчої влади .,державний контроль за дотримання вимога природоохоронний законодавство при здійснення діяльність пов'язаний з надрокористування здійснюватися відповідний спеціально уповноважений центральний орган виконавчий влада .,ADJ NOUN ADP NOUN NOUN ADJ NOUN ADP NOUN NOUN ADJ ADP NOUN VERB ADJ ADV ADJ ADJ NOUN ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p23.lang1.s2,Узагальнені дані щодо перевірок контролюючими органами діяльності надрокористувачів наведені у наданих вам аналітичних матеріалах .,узагальнений дані щодо перевірка контролюючий орган діяльність надрокористувач наведений у наданий ви аналітичний матеріал .,ADJ NOUN ADP NOUN ADJ NOUN NOUN NOUN ADJ ADP ADJ PRON ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p23.lang1.s3,"З метою подальшого підвищення ефективності надрокористування в Україні та забезпечення дотримання вимог природоохоронного законодавства при здійсненні діяльності , пов'язаної з надрокористуванням , Кабінет Міністрів України передбачає розробити та внести на розгляд Верховної Ради України проекти законів України про єдиний спеціальний ліквідаційний фонд гірничодобувних підприємств та поліпшення екологічного стану гірничодобувних регіонів , про відведення земельних ділянок для ведення гірничих робот у регіонах , де орні землі розпайовані , про природні лікувальні ресурси , віднесені до надр .","з мета подальший підвищення ефективність надрокористування в Україна та забезпечення дотримання вимога природоохоронний законодавство при здійснення діяльність , пов'язаний з надрокористування , кабінет міністр Україна передбачати розробити та внести на розгляд верховний рада Україна проект закон Україна про єдиний спеціальний ліквідаційний фонд гірничодобувний підприємство та поліпшення екологічний стан гірничодобувний регіон , про відведення земельний ділянка для ведення гірничий робота у регіон , де орний земля розпайований , про природний лікувальний ресурс , віднесений до надра .",ADP NOUN ADJ NOUN NOUN NOUN ADP PROPN CCONJ NOUN NOUN NOUN ADJ NOUN ADP NOUN NOUN PUNCT ADJ ADP NOUN PUNCT NOUN NOUN PROPN VERB VERB CCONJ VERB ADP NOUN ADJ NOUN PROPN NOUN NOUN PROPN ADP ADJ ADJ ADJ NOUN ADJ NOUN CCONJ NOUN ADJ NOUN ADJ NOUN PUNCT ADP NOUN ADJ NOUN ADP NOUN ADJ NOUN ADP NOUN PUNCT ADV ADJ NOUN ADJ PUNCT ADP ADJ ADJ NOUN PUNCT ADJ ADP NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p24.lang1.s1,"Крім того , Кабінет Міністрів планує вжити ряд додаткових заходів , спрямованих на посилення державного геологічного та екологічного контролю , а також гірничого нагляду за дотриманням природоохоронного законодавства при здійсненні діяльності , пов'язаної з надрокористуванням в Україні .","крім те , кабінет міністр планувати вжити ряд додатковий захід , спрямований на посилення державний геологічний та екологічний контроль , а також гірничий нагляд за дотримання природоохоронний законодавство при здійснення діяльність , пов'язаний з надрокористування в Україна .",ADP PRON PUNCT NOUN NOUN VERB VERB NOUN ADJ NOUN PUNCT ADJ ADP NOUN ADJ ADJ CCONJ ADJ NOUN PUNCT CCONJ ADV ADJ NOUN ADP NOUN ADJ NOUN ADP NOUN NOUN PUNCT ADJ ADP NOUN ADP PROPN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p25.lang1.s1,"Безумовно , без вашої допомоги , шановні народні депутати , здійснити намічене практично неможливо .","безумовно , без ваш допомога , шановний народний депутат , здійснити намічений практично неможливо .",ADV PUNCT ADP DET NOUN PUNCT ADJ ADJ NOUN PUNCT VERB ADJ ADV ADV PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p25.lang1.s2,"Щиро сподіваємося , що спільними зусиллями законодавчої та виконавчої влади зможемо кардинально поліпшити ситуацію у цій важливій сфері .","щиро сподіватися , що спільний зусилля законодавчий та виконавчий влада змогти кардинально поліпшити ситуація у цей важливий сфера .",ADV VERB PUNCT SCONJ ADJ NOUN ADJ CCONJ ADJ NOUN VERB ADV VERB NOUN ADP DET ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p25.lang1.s3,Дякую за увагу .,дякувати за увага .,VERB ADP NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p3.lang1.s1,У надрах України міститься значна кількість різноманітних корисних копалин .,у надра Україна міститися значний кількість різноманітний корисний копалина .,ADP NOUN PROPN VERB ADJ NOUN ADJ ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p3.lang1.s2,Інформацію щодо розвіданих родовищ за видами мінеральної сировини наведено у наданих вам аналітичних матеріалах .,інформація щодо розвіданий родовище за вид мінеральний сировина навести у наданий ви аналітичний матеріал .,NOUN ADP ADJ NOUN ADP NOUN ADJ NOUN VERB ADP ADJ PRON ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p3.lang1.s3,"За роки незалежності геологічною службою доведено можливість створення власної гірничодобувної промисловості на основі нових нетрадиційних для країни корисних копалин , а саме міді , свинцю , цинку , молібдену , ванадію , золота , рідкісних земель та металів плавікового шпату .","за рік незалежність геологічний служба довести можливість створення власний гірничодобувний промисловість на основа новий нетрадиційний для країна корисний копалина , а саме мідь , свинець , цинк , молібден , ванадій , золото , рідкісний земля та метал плавіковий шпат .",ADP NOUN NOUN ADJ NOUN VERB NOUN NOUN ADJ ADJ NOUN ADP NOUN ADJ ADJ ADP NOUN ADJ NOUN PUNCT CCONJ PART NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT ADJ NOUN CCONJ NOUN ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p3.lang1.s4,"Все це формує сприятливі умови для подальшого розвитку національної економіки , розширення та зміцнення експортного потенціалу .","все це формувати сприятливий умова для подальший розвиток національний економіка , розширення та зміцнення експортний потенціал .",DET PRON VERB ADJ NOUN ADP ADJ NOUN ADJ NOUN PUNCT NOUN CCONJ NOUN ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p4.lang1.s1,"Разом з тим , інтенсивне використання мінерально-сировинної бази , безумовно , пов'язано з істотним впливом гірничодобувних робіт на природне середовище .","разом з те , інтенсивний використання мінерально-сировинний база , безумовно , пов'язати з істотний вплив гірничодобувний робота на природний середовище .",ADV ADP PRON PUNCT ADJ NOUN ADJ NOUN PUNCT ADV PUNCT VERB ADP ADJ NOUN ADJ NOUN ADP ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p4.lang1.s2,Наслідки такого впливу добре відомі народним депутатам .,наслідок такий вплив добре відомий народний депутат .,NOUN DET NOUN ADV ADJ ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p4.lang1.s3,"Більшість екологічних проблем , зумовлених надрокористуванням , Україна як незалежна держава успадкувала з попередніх часів екстенсивного розвитку її гірничодобувної промисловості .","більшість екологічний проблема , зумовлений надрокористування , Україна як незалежний держава успадкувати з попередній час екстенсивний розвиток її гірничодобувний промисловість .",NOUN ADJ NOUN PUNCT ADJ NOUN PUNCT PROPN SCONJ ADJ NOUN VERB ADP ADJ NOUN ADJ NOUN DET ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p4.lang1.s4,"Таким спадком є значною мірою виснажені гірничодобувні регіони з критичним станом довкілля , застарілим і зношеним обладнанням гірничодобувної галузі .","такий спадок бути значний міра виснажений гірничодобувний регіон з критичний стан довкілля , застарілий і зношений обладнання гірничодобувний галузь .",DET NOUN AUX ADJ NOUN ADJ ADJ NOUN ADP ADJ NOUN NOUN PUNCT ADJ CCONJ ADJ NOUN ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p4.lang1.s5,Велика кількість нерентабельних гірничодобувних підприємств .,великий кількість нерентабельний гірничодобувний підприємство .,ADJ NOUN ADJ ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p5.lang1.s1,"Я хотів би акцентувати увагу народних депутатів на тих заходах , що вживає та планує здійснити уряд з метою подолання негараздів в економіці та екології , пов'язаних з надрокористуванням , а також на допомозі , яка необхідна уряду з боку Верховної Ради України для прискорення впорядкування ситуації в цій сфері .","я хотіти би акцентувати увага народний депутат на той захід , що вживати та планувати здійснити уряд з мета подолання негаразд в економіка та екологія , пов'язаний з надрокористування , а також на допомога , який необхідний уряд з бік верховний рада Україна для прискорення впорядкування ситуація в цей сфера .",PRON VERB AUX VERB NOUN ADJ NOUN ADP DET NOUN PUNCT SCONJ VERB CCONJ VERB VERB NOUN ADP NOUN NOUN NOUN ADP NOUN CCONJ NOUN PUNCT ADJ ADP NOUN PUNCT CCONJ ADV ADP NOUN PUNCT DET ADJ NOUN ADP NOUN ADJ NOUN PROPN ADP NOUN NOUN NOUN ADP DET NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p6.lang1.s1,"За роки незалежності в Україні створено правову базу , що забезпечує основні засади раціонального та ощадливого для довкілля надрокористування .","за рік незалежність в Україна створити правовий база , що забезпечувати основний засада раціональний та ощадливий для довкілля надрокористування .",ADP NOUN NOUN ADP PROPN VERB ADJ NOUN PUNCT SCONJ VERB ADJ NOUN ADJ CCONJ ADJ ADP NOUN NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p7.lang1.s1,Перелік відповідних законодавчих і нормативно-правових актів наведено в аналітичних матеріалах .,перелік відповідний законодавчий і нормативно-правовий акт навести в аналітичний матеріал .,NOUN ADJ ADJ CCONJ ADJ NOUN VERB ADP ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p7.lang1.s2,Зазначеними актами визначено право власності народу України на надра .,зазначений акт визначити право власність народ Україна на надра .,ADJ NOUN VERB NOUN NOUN NOUN PROPN ADP NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p7.lang1.s3,"Повноваження центральних і місцевих органів виконавчої влади та органів місцевого самоврядування у сфері використання надр , порядок надання надр у користування , права та обов'язки користувачів надр , порядок ведення державного обліку родовищ та проявів корисних копалин , здійснення державного контролю та гірничого нагляду за раціональним використанням надр , їх охороною та збереженням довкілля під час здійснення діяльності , пов'язаної з надрокористуванням .","повноваження центральний і місцевий орган виконавчий влада та орган місцевий самоврядування у сфера використання надра , порядок надання надра у користування , право та обов'язок користувач надра , порядок ведення державний облік родовище та прояв корисний копалина , здійснення державний контроль та гірничий нагляд за раціональний використання надра , вони охорона та збереження довкілля під час здійснення діяльність , пов'язаний з надрокористування .",NOUN ADJ CCONJ ADJ NOUN ADJ NOUN CCONJ NOUN ADJ NOUN ADP NOUN NOUN NOUN PUNCT NOUN NOUN NOUN ADP NOUN PUNCT NOUN CCONJ NOUN NOUN NOUN PUNCT NOUN NOUN ADJ NOUN NOUN CCONJ NOUN ADJ NOUN PUNCT NOUN ADJ NOUN CCONJ ADJ NOUN ADP ADJ NOUN NOUN PUNCT PRON NOUN CCONJ NOUN NOUN ADP NOUN NOUN NOUN PUNCT ADJ ADP NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p8.lang1.s1,"Законодавство регулює відносини , пов'язані з особливостями користування нафтогазовими надрами , створює передумови для надходження інвестицій у пошуку , розвитку та видобування корисних копалин , у тому числі і з розподілом продукції .","законодавство регулювати відносини , пов'язаний з особливість користування нафтогазовий надра , створювати передумова для надходження інвестиція у пошук , розвиток та видобування корисний копалина , у той число і з розподіл продукція .",NOUN VERB NOUN PUNCT ADJ ADP NOUN NOUN ADJ NOUN PUNCT VERB NOUN ADP NOUN NOUN ADP NOUN PUNCT NOUN CCONJ NOUN ADJ NOUN PUNCT ADP DET NOUN PART ADP NOUN NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p9.lang1.s1,"Разом з тим , законодавча база надрокористування в Україні формувалась у різні роки її незалежності одночасно з приватизацією та акціонуванням частини державних підприємств , запровадженням ринкових відносин .","разом з те , законодавчий база надрокористування в Україна формуватися у різний рік її незалежність одночасно з приватизація та акціонування частина державний підприємство , запровадження ринковий відносини .",ADV ADP PRON PUNCT ADJ NOUN NOUN ADP PROPN VERB ADP ADJ NOUN DET NOUN ADV ADP NOUN CCONJ NOUN NOUN ADJ NOUN PUNCT NOUN ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u70.p9.lang1.s2,Це призвело до неузгодженості окремих законодавчих та підзаконних актів .,це призвести до неузгодженість окремий законодавчий та підзаконний акт .,PRON VERB ADP NOUN ADJ ADJ CCONJ ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u71.p1.lang1.s1,"Переходимо до запитань , шановні колеги .","переходити до запитання , шановний колега .",VERB ADP NOUN PUNCT ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u71.p1.lang1.s2,Прошу записатися на запитання .,просити записатися на запитання .,VERB VERB ADP NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u71.p1.lang1.s3,"На табло прізвища народних депутатів , що записалися .","на табло прізвище народний депутат , що записатися .",ADP NOUN NOUN ADJ NOUN PUNCT SCONJ VERB PUNCT
ParlaMint-UA_2003-10-14-m0.u71.p1.lang1.s4,"Микола Карнаух , фракція Соціалістичної партії України .","Микола Карнаух , фракція соціалістичний партія Україна .",PROPN PROPN PUNCT NOUN ADJ NOUN PROPN PUNCT
ParlaMint-UA_2003-10-14-m0.u71.p1.lang1.s5,"Рудьковський , а потім письмово будемо .","Рудьковський , а потім письмово бути .",PROPN PUNCT CCONJ ADV ADV AUX PUNCT
ParlaMint-UA_2003-10-14-m0.u72.p1.lang1.s1,"Шановний доповідачу , скажіть , будь ласка , як з вашої точки зору урегульовано ліцензування отримання ліцензій на воду , на вугілля , на руди , на нафту і газ .","шановний доповідач , сказати , бути ласка , як з ваш точка зір урегулювати ліцензування отримання ліцензія на вода , на вугілля , на руда , на нафта і газ .",ADJ NOUN PUNCT VERB PUNCT VERB NOUN PUNCT SCONJ ADP DET NOUN NOUN VERB NOUN NOUN NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u72.p1.lang1.s2,Воно урегульовано достатньо чи потребує законодавчого і покращення законодавства в цьому напрямку .,воно урегулювати достатньо чи потребувати законодавчий і покращення законодавство в цей напрямок .,PRON VERB ADV CCONJ VERB ADJ CCONJ NOUN NOUN ADP DET NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u72.p1.lang1.s3,Чи воно працює ?,чи воно працювати ?,PART PRON VERB PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p1.lang1.s1,Дякую за запитання .,дякувати за запитання .,VERB ADP NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p1.lang1.s2,"Я сказав би так , що на сьогоднішній день ми маємо такі 2 рівні ліцензування .","я сказати би так , що на сьогоднішній день ми мати такий 2 рівень ліцензування .",PRON VERB AUX ADV PUNCT SCONJ ADP ADJ NOUN PRON VERB DET NUM NOUN NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p1.lang1.s3,"Це ліцензування по корисним копалинам , які не відносяться до лівурних і вони вирішуються робочою групою і затверджуються Міністерством екології та природних ресурсів України .","це ліцензування по корисний копалина , який не відноситися до лівурний і вони вирішуватися робочий група і затверджуватися міністерство екологія та природний ресурс Україна .",PRON NOUN ADP ADJ NOUN PUNCT DET PART VERB ADP ADJ CCONJ PRON VERB ADJ NOUN CCONJ VERB NOUN NOUN CCONJ ADJ NOUN PROPN PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p2.lang1.s1,І є другий рівень .,і бути другий рівень .,CCONJ VERB ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p2.lang1.s2,Це що стосується ліцензії по вуглеводу .,це що стосуватися ліцензія по вуглевод .,PRON PRON VERB NOUN ADP NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p2.lang1.s3,"Вони розглядаються на міжвідомчій комісії і я хочу сказати вам , що останнім часом було прийнято декілька серйозних документів , постанов Кабінету Міністрів , якими було затверджено положення про конкурси , а також було затверджено положення про міжвідомчу комісію і робочу групу .","вони розглядатися на міжвідомчий комісія і я хотіти сказати ви , що останній час бути прийняти декілька серйозний документ , постанова кабінет міністр , який бути затвердити положення про конкурс , а також бути затвердити положення про міжвідомчий комісія і робочий група .",PRON VERB ADP ADJ NOUN CCONJ PRON VERB VERB PRON PUNCT SCONJ ADJ NOUN AUX VERB DET ADJ NOUN PUNCT NOUN NOUN NOUN PUNCT DET AUX VERB NOUN ADP NOUN PUNCT CCONJ ADV AUX VERB NOUN ADP ADJ NOUN CCONJ ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p2.lang1.s4,Це дає можливість нам робити більш-менш в правовому полі .,це давати можливість ми робити більш-менш в правовий поле .,PRON VERB NOUN PRON VERB ADV ADP ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p2.lang1.s5,"А достатньо чи ні , я скажу так , що я думаю , з урахуванням того , що за останній рік майже тільки перші пройшли засідання більш-менш дієві міжвідомчої комісії , яка на сьогоднішній день вже об'явила конкурси по деяким родовищам , то я думаю , що найближчим часом ми подивимося як ми відпрацьовуємо це питання , а потім будемо з вами вирішувати чи нам потрібні якісь інші законодавчі акти .","а достатньо чи ні , я сказати так , що я думати , з урахування те , що за останній рік майже тільки перший пройти засідання більш-менш дієвий міжвідомчий комісія , який на сьогоднішній день вже об'явити конкурс по деякий родовище , то я думати , що найближчий час ми подивитися як ми відпрацьовувати цей питання , а потім бути з ви вирішувати чи ми потрібний якийсь інший законодавчий акт .",CCONJ ADV CCONJ PART PUNCT PRON VERB ADV PUNCT SCONJ PRON VERB PUNCT ADP NOUN PRON PUNCT SCONJ ADP ADJ NOUN ADV PART ADJ VERB NOUN ADV ADJ ADJ NOUN PUNCT DET ADP ADJ NOUN ADV VERB NOUN ADP DET NOUN PUNCT SCONJ PRON VERB PUNCT SCONJ ADJ NOUN PRON VERB SCONJ PRON VERB DET NOUN PUNCT CCONJ ADV AUX ADP PRON VERB SCONJ PRON ADJ DET DET ADJ NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p2.lang1.s6,"Я хочу сказать , що в склад міжвідомчої комісії входять достатньо велика кількість народних депутатів і тому я думаю , що це якраз дасть вам змогу подивитися на тому як вона працює і прийняти рішення відповідне .","я хотіти сказати , що в склад міжвідомчий комісія входити достатньо великий кількість народний депутат і тому я думати , що це якраз дати ви змога подивитися на те як вона працювати і прийняти рішення відповідний .",PRON VERB VERB PUNCT SCONJ ADP NOUN ADJ NOUN VERB ADV ADJ NOUN ADJ NOUN CCONJ ADV PRON VERB PUNCT SCONJ PRON ADV VERB PRON NOUN VERB ADP PRON SCONJ PRON VERB CCONJ VERB NOUN ADJ PUNCT
ParlaMint-UA_2003-10-14-m0.u73.p2.lang1.s7,Дякую .,дякувати .,VERB PUNCT
ParlaMint-UA_2003-10-14-m0.u74.p1.lang1.s1,"Так , письмове , будь ласка .","так , письмовий , бути ласка .",INTJ PUNCT ADJ PUNCT VERB NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u74.p1.lang2.s1,Тут от я зачитаю .,тут от я зачитати .,ADV PART PRON VERB PUNCT
ParlaMint-UA_2003-10-14-m0.u74.p1.lang3.s1,""" Чи не пов'язаний розділ Мінекології на екологічне міністерство і Держкомітет по природних ресурсах з планами запровадження ручного управління надрокористування в Україні для "" своїх "" людей ? """,""" чи не пов'язаний розділ мінекології на екологічний міністерство і держкомітет по природний ресурс з план запровадження ручний управління надрокористування в Україна для "" свій "" людина ? """,PUNCT PART PART ADJ NOUN NOUN ADP ADJ NOUN CCONJ NOUN ADP ADJ NOUN ADP NOUN NOUN ADJ NOUN NOUN ADP PROPN ADP PUNCT DET PUNCT NOUN PUNCT PUNCT
ParlaMint-UA_2003-10-14-m0.u74.p1.lang3.s2,"Ну своїх , зрозуміло , в лапках .","ну свій , зрозуміло , в лапка .",PART DET PUNCT ADV PUNCT ADP NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u74.p2.lang1.s1,Це запитання від фракції Соцпартії .,це запитання від фракція соцпартія .,PRON NOUN ADP NOUN NOUN PUNCT
ParlaMint-UA_2003-10-14-m0.u75.p1.lang1.s1,Дякую .,дякувати .,VERB PUNCT
